epoch,train/loss,train/loss_dice,train/loss_bce,train/loss_ce,train/loss_cldice,val/loss,val/miou,val/dice,val/pixel_acc,epoch/time_s
41,0.32556664213104153,0.19780987420128388,0.09065747185094843,0.07419859106173214,0.0,0.44519147195599296,0.6272765401637915,0.7556524204485344,0.9628527742443662,144.13248658180237
42,0.3200233594306464,0.19506400615266226,0.08870790921585653,0.07250288720920826,0.0,0.43194050192832945,0.6311101877328121,0.7587834923556357,0.9642804246960264,153.14084482192993
43,0.31990835370079984,0.19467212910791046,0.0889211211172701,0.07263020658594312,0.0,0.43154208822683854,0.6298032896085219,0.7587661437916033,0.9637241117882006,149.38705968856812
44,0.3207928803939264,0.1955688584198072,0.08898417280209296,0.07247969862616178,0.0,0.4447309302561211,0.6309154053529104,0.7593733056025072,0.9620146502148021,147.2421157360077
45,0.31256511574520646,0.19020861942791245,0.08684994830813222,0.0710130950200905,0.0,0.43711653369845765,0.6290948161573121,0.7570284110127073,0.963483237136494,141.19594287872314
46,0.30830538562200605,0.18683661754848888,0.08626448896180079,0.07040855727945138,0.0,0.4321945548960657,0.6318051119645437,0.7584647483897932,0.9639326196728331,147.8180787563324
47,0.3132917090816405,0.19089526840784019,0.08694878483860238,0.07089531214781178,0.0,0.4366504431673975,0.6268133263696324,0.7547848874872382,0.9634965939955278,148.2298285961151
48,0.313206311062123,0.19072157561200337,0.08706377244111403,0.07084192575760258,0.0,0.43614304634657775,0.6296270928599618,0.757546438592853,0.9633939417925748,148.632652759552
49,0.3067679967839741,0.18608870263238556,0.08571039849476328,0.06993779203700788,0.0,0.42846565237551026,0.630662632711006,0.7584413513992772,0.9643286260691556,150.68514251708984
50,0.3039173296209678,0.18506308655136997,0.08441619451691225,0.06887609517400704,0.0,0.4419832175428217,0.6277370761741291,0.755328117536776,0.9643213189009464,149.03203988075256
51,0.30085223105925957,0.18247469015491818,0.08407297064957109,0.06860914035401877,0.0,0.4348453342914581,0.6291751599673069,0.7560137078617558,0.9645275083455173,146.4739842414856
52,0.2984171879233666,0.18200759783531856,0.08257363950019901,0.06767190163864673,0.0,0.4371252133990779,0.630740960077806,0.7576523347334428,0.9645801811507254,154.24756741523743
53,0.30298124875837157,0.18490423982583204,0.08386601584701284,0.0684219838743939,0.0,0.43008208247748286,0.6387883571061221,0.766312080260479,0.963504431103215,147.0128664970398
54,0.2964995386097038,0.1807030492615931,0.08216211594351866,0.06726874857055909,0.0,0.42545352280139925,0.6363356283216766,0.7628281826322729,0.9644579432227395,141.89782786369324
55,0.2901403360575148,0.17686266100522383,0.08040495203102677,0.06574544583998837,0.0,0.42844317573489565,0.6303090487465713,0.7566886728460138,0.9640881018205123,145.50221467018127
56,0.2934121543342627,0.17874670561077524,0.08147749338769218,0.0663759107258424,0.0,0.4335317400368777,0.6330078069007758,0.7604063241770773,0.9640968676769373,143.23588943481445
57,0.2972542996256097,0.18083192931795583,0.08266135938465595,0.06752202196534976,0.0,0.436400544553092,0.6318537459228978,0.7591631199374343,0.9641205867131551,139.20170426368713
58,0.2869848606511227,0.1754990549920832,0.07910936112759762,0.06475288877715764,0.0,0.43574045092770547,0.6331317110495134,0.7601100329196815,0.9645922696951664,143.91880202293396
59,0.2887115873324061,0.17632472272058136,0.07965270398383581,0.06546832116194141,0.0,0.43071406935200546,0.6334142912517894,0.7608239424951149,0.9644176515665921,154.89410185813904
60,0.28566273965881867,0.1741987474913736,0.07903898860355026,0.06485000758350475,0.0,0.43784908733584665,0.6302478999802561,0.7573678647026871,0.9639677813558868,141.27882432937622
61,0.28929370889096584,0.17559074765270197,0.08074749827167942,0.06591092617187685,0.0,0.4268302369298357,0.6405400642842958,0.7669508831067519,0.9645541223612699,149.0746250152588
62,0.2822413835421349,0.17177026237098916,0.0784604942842016,0.06402125390409266,0.0,0.43814778544686056,0.6321877940134568,0.7587103027285952,0.9646481676535172,143.98626136779785
63,0.2860242425961402,0.17454678005385169,0.0791322415278664,0.06469044236520541,0.0,0.4347756460760579,0.6385132578286258,0.765017317461245,0.9638076341513432,146.5504229068756
64,0.2801814758227867,0.17056013345718385,0.07774045221073535,0.06376178045440646,0.0,0.4383637993624716,0.6300946992455106,0.7569719536737962,0.9643553047469168,139.92397737503052
65,0.28208434918841113,0.17165886858134594,0.07836181404231822,0.06412733370094624,0.0,0.433481354785688,0.6349220779809085,0.7620041928508064,0.9642000274224715,143.75941514968872
66,0.27792758642180454,0.16907784996680844,0.0772837701533894,0.0631319330119103,0.0,0.4442942802653168,0.6218308753136432,0.7493561992139527,0.9644284869685318,138.19655919075012
67,0.27399367105613637,0.1672898915207502,0.07571379976003494,0.061979960371713036,0.0,0.4376828663276904,0.628923773765564,0.756159866398031,0.9646255493164062,151.96446871757507
68,0.2752855690069569,0.16791814658248308,0.07623565340577398,0.06226353763231953,0.0,0.4384348145940087,0.6331806336388444,0.7610869425715823,0.9643215598482074,155.36819696426392
69,0.2767651137507078,0.16897006740847836,0.07650005564238262,0.06258998101269736,0.0,0.43415122041196536,0.6346073551611466,0.7625713603063063,0.9645137403950547,157.09883975982666
70,0.27660111125233106,0.16926198642230728,0.07621989706259907,0.06223845431960902,0.0,0.43389428438562333,0.635719711672176,0.7628892726970441,0.9647621808630047,159.29570055007935
71,0.27225768984232135,0.16615476353654585,0.07534995553562943,0.06150594191643798,0.0,0.4350789032199166,0.6369389266678781,0.7639982669642478,0.9646513613787564,150.11150741577148
72,0.2699732256311815,0.16482827813879958,0.0746465846787668,0.06099672561999664,0.0,0.43003256203550283,0.6378754426132549,0.7654599243944341,0.9642243721268394,150.7336392402649
73,0.2675996038809563,0.1638101934229286,0.07356313379499518,0.060452553769121474,0.0,0.43512363478992927,0.6308762432950916,0.7583883998971996,0.96390406146194,146.28354716300964
74,0.2697819588543142,0.1648023454888353,0.07446414162088366,0.06103094384363554,0.0,0.4340327712622556,0.6321091837955244,0.7595858398712043,0.9645485422827981,146.76474618911743
75,0.2653360063155878,0.16205988902490115,0.07324971918342182,0.06005279707532485,0.0,0.4417062547170755,0.6315227774056521,0.758251696102547,0.9645539486046993,145.2235245704651
76,0.27118624008974984,0.1661903684579053,0.07448659746464595,0.0610185469093832,0.0,0.4355273947571263,0.6347121236902294,0.7610337275447268,0.9648346781730652,148.37572360038757
77,0.26709053963422774,0.1642009545298456,0.07291773695824216,0.05994369595230204,0.0,0.4359479217818289,0.635338514140158,0.76185529033343,0.9645870728926225,151.52608346939087
78,0.26255693661356433,0.1614334158527041,0.07163217822180211,0.058982684940678404,0.0,0.43274891846107716,0.6355639114524378,0.7619847801598636,0.9645145026120272,142.35224437713623
79,0.2658173101908952,0.1624161331398973,0.07337522586644853,0.060051902173792276,0.0,0.43666024524154085,0.6348357099475282,0.7612795239145106,0.9646300944415006,146.49187350273132
80,0.25920471615582996,0.1586518505244579,0.0712744251942461,0.05855688151803989,0.0,0.4339558836185571,0.6347707898327799,0.7610832349820571,0.9643094597440778,146.12810802459717
81,0.2626269218557089,0.16091926896456377,0.07211279092555486,0.05918972467623868,0.0,0.43828591641151543,0.6321822525876941,0.7584074000517528,0.9643451827945131,154.77513790130615
82,0.261071338670925,0.1597298097841948,0.07181861751794236,0.059045822554928004,0.0,0.4368420481681824,0.6341103757872726,0.7603878297589042,0.9641660087036364,153.48587322235107
83,0.2614187525748049,0.16008059851174217,0.07193127038698752,0.05881376750767231,0.0,0.43185955033157813,0.6358022025137237,0.7624453737880245,0.9648206970908425,160.66972064971924
84,0.2613373930448467,0.15929505095898527,0.07238924490667663,0.05930619517576347,0.0,0.4341303434335824,0.6317353598999255,0.7590274641008088,0.9648777181451971,160.1650731563568
85,0.2603324303349245,0.15965164436877352,0.0713893429927745,0.058582885512738554,0.0,0.43452657768220615,0.6327455851164732,0.7595291302059636,0.9647023948756132,161.27705359458923
86,0.25599471282901115,0.15671592638330553,0.07029682915947101,0.057963914360887214,0.0,0.44012289435574503,0.6297914658531998,0.7566499518625664,0.964523636933529,147.69816637039185
87,0.26053136821510725,0.15984028450493673,0.07143412134384067,0.058513924833929656,0.0,0.43622011957746565,0.6333936245152445,0.7597216037186709,0.9644858768492034,161.64193391799927
88,0.25800832997537354,0.15746017601883527,0.07135895869685609,0.058378390117901045,0.0,0.434641889369849,0.6349140403848705,0.7616168759085915,0.964267101432338,151.09330368041992
89,0.2619125945475495,0.1604539651315189,0.07192832952708873,0.05906060031316813,0.0,0.43568338444738675,0.632692033774925,0.7593563749934688,0.9647063558751886,156.2897183895111
90,0.2639716368566439,0.16069755669936392,0.07330746606932682,0.059933228989683306,0.0,0.4361010109836405,0.6337073279149604,0.7600785687114253,0.9644135186166475,147.04848408699036
91,0.2597562337818655,0.15870036835809356,0.07170983502659405,0.058692062183201894,0.0,0.435878300576499,0.632941011949019,0.7593038363890214,0.9645861907438799,165.97626852989197
92,0.2565669704698822,0.15759504535823193,0.07022799482044664,0.057487860461244884,0.0,0.43621703025066494,0.6340237129818309,0.760209837104335,0.9645272301905083,156.4157612323761
93,0.25958183312300337,0.15828117433103542,0.07183313677177845,0.05893504505307929,0.0,0.4354476789633433,0.6330346562645652,0.7592758328625651,0.9646554238868482,151.0357596874237
94,0.25409851650011195,0.15524748320718412,0.07004887652990309,0.05760431278099134,0.0,0.43333116363395346,0.633829320380182,0.7600896226637291,0.9647267616156375,161.8806402683258
95,0.2592205126742715,0.15839925032217525,0.07158108186519262,0.05848036038788777,0.0,0.437184789686492,0.6333869890733199,0.7596115944963513,0.9646702271519285,150.0870749950409
96,0.26034977415811666,0.1591434585237966,0.07183542534057955,0.05874178001241198,0.0,0.4345662079074166,0.6341060730544004,0.7603937929326837,0.9647482792536418,146.61597299575806
97,0.2625236752397806,0.16128498038041938,0.07191664011226696,0.0586441082319299,0.0,0.435460375475161,0.6341782739668181,0.7606145432501128,0.9647907574971517,154.05058574676514
98,0.25993828381438855,0.15932274223531334,0.07141940158258364,0.058392279994791574,0.0,0.4337096552054087,0.6335883611982519,0.7598519137411407,0.9647457939205748,161.88313913345337
99,0.2567588859391444,0.1580205793519622,0.06994948875050522,0.05757763570047987,0.0,0.43618871822501676,0.6332825113426556,0.7594670619025375,0.9646396983753551,150.15928030014038
100,0.2630403393680609,0.16118519074708512,0.0722583871678386,0.05919352281947159,0.0,0.43670598738121263,0.6331784094824936,0.7594548951495778,0.9647016792586356,152.7727391719818
