epoch,train/loss,train/loss_dice,train/loss_bce,train/loss_ce,val/loss,val/miou,val/dice,val/pixel_acc,epoch/time_s
55,0.3665388840784147,0.22175349436917352,0.10259955394470575,0.08437167159417301,0.4923222905758655,0.5768985227653475,0.711150939356197,0.9594388698086594,112.81645464897156
56,0.3747633161186015,0.22704450250829308,0.10480553846336106,0.08582654871697565,0.47890720800919967,0.591207428502314,0.7248944517337914,0.9598294333978132,131.77666234970093
57,0.3705614943816824,0.2233025114513138,0.10435266014080025,0.08581264606378611,0.46739188206918314,0.6012270642049384,0.7345307617476492,0.9608209295706316,117.62763810157776
58,0.3624724941346252,0.21945469715062854,0.10145270236342856,0.08313019127377029,0.46604200420957625,0.594813030055075,0.7275734422784863,0.9610491434733073,121.10527873039246
59,0.36336185827995965,0.21982928850118397,0.10174623502110972,0.08357266730909209,0.4702042613968705,0.5953573277502349,0.7292334601734624,0.9611206018563473,121.02811098098755
60,0.3661135968074058,0.2221353225337649,0.10216963044865039,0.0836172889339403,0.47071215853546605,0.598808777512926,0.7327823357148604,0.9610725746010289,111.85102844238281
61,0.36255327905844714,0.21935598178974633,0.10159025206366211,0.08321408998691342,0.47132820107720114,0.6018213924133416,0.7350725257035458,0.9605246836488898,139.83798718452454
62,0.3570678335949055,0.2172781124855708,0.09896296892423653,0.08165350481144433,0.4830817954106764,0.5866351387717507,0.7208615420442639,0.9597246672167923,107.9922251701355
63,0.35007186827150366,0.21214270070918556,0.09765077985606148,0.0805567741647218,0.47642631982312056,0.587218124035633,0.7218521764784148,0.9605262304797317,124.48479771614075
64,0.3536051170050519,0.21420926191274403,0.09887657261372192,0.08103856576009862,0.4690616528193156,0.5953452653054035,0.7286249612316941,0.9608915133909746,116.67356777191162
65,0.36095768132256073,0.2184290340803202,0.10111333103579224,0.08283063279989275,0.4761999521291617,0.5880799554514162,0.7223798401427991,0.9601999333410552,119.33173036575317
66,0.3489300376292571,0.2109622101181919,0.09785761346371429,0.08022042913633642,0.4686082135547291,0.5979449968446385,0.7313882598371216,0.9606124130162326,121.74987268447876
67,0.34769720038742696,0.21068677751763354,0.0970825322551056,0.07985578143191568,0.464369022936532,0.6008220473022172,0.7337507417707733,0.9614707188172774,108.97857737541199
68,0.3500457904003199,0.2121935860624591,0.09772024229530571,0.08026392219353069,0.463616493434617,0.6008517070250078,0.7338867377151143,0.9616507945638715,121.9465217590332
69,0.3440309158806662,0.20921893061943425,0.09551551321033135,0.07859294647079648,0.46571903427441913,0.5939412877415166,0.7266973665266326,0.9614073399341467,116.1384482383728
70,0.3414859513055931,0.20660614909477604,0.09558739537752947,0.07858481636469804,0.45983387249888796,0.603280087853923,0.7365794245040778,0.9617483615875244,111.90295910835266
71,0.34156253361007544,0.20645776674585434,0.09569422662692162,0.07882107974400798,0.4624480531974272,0.6022878903331179,0.7348763323191441,0.9616324428356056,117.2943389415741
72,0.3389985707778375,0.20565382878757218,0.09445432036464076,0.07778084271234795,0.47349822656674817,0.5957145996165998,0.7295774600722573,0.9611582109422395,104.52139234542847
73,0.34018904824280044,0.20471263001266035,0.09609314345402047,0.07876654878186369,0.46670205665357184,0.601241851756067,0.7347108510407534,0.961016482295412,122.24914813041687
74,0.3437109797324949,0.20820750160124696,0.09604637795353978,0.07891419959950795,0.47003889869559895,0.5999947000633586,0.7329621412537315,0.9614156238960497,119.68712830543518
75,0.3380263027056907,0.20472725282594995,0.0945347736472065,0.07752855323906084,0.46003397450302586,0.6018686864412193,0.7353227815844796,0.9616744142590147,110.2506206035614
76,0.33450945028402274,0.20263851452799678,0.0934192996580624,0.07690327215252571,0.46393584708372754,0.6001802814729286,0.7335988682327849,0.9615572066018075,123.3393669128418
77,0.33337280811036674,0.2017208217417152,0.09327685460809944,0.07675026276157898,0.47104298345970386,0.5974096814791362,0.7307283858458201,0.9610773834315214,105.4266357421875
78,0.3344661817388627,0.20242424474179166,0.09349966532397039,0.07708454392850399,0.4673942971410173,0.5963161002505909,0.7299671725793319,0.9615533944332239,119.62589001655579
79,0.3322346815206472,0.2014708575693149,0.09259358942870376,0.07634046984818375,0.4653653078910076,0.600196951176181,0.7336136691498034,0.9613639491977114,116.32554459571838
80,0.33182139688903844,0.20208334957511678,0.0918395899308538,0.07579691422000093,0.47167652303522284,0.59638275178996,0.7300586239858107,0.9612476316365328,118.19955635070801
81,0.3287318530881289,0.19828726469891741,0.09245315539894752,0.07598286644709341,0.4796798870419011,0.5873258359504469,0.7218218870235212,0.9610788222515222,112.91819953918457
82,0.3287294483300552,0.19890450077149474,0.0919568174166008,0.07573626015733168,0.4750413210103006,0.5895792401198184,0.7243649836742516,0.9613250031615749,112.38751125335693
83,0.33245160394501916,0.20201005576883704,0.0924368406275233,0.0760094155421824,0.46721849089319056,0.5998606739622174,0.7338315076900251,0.9615069230397543,120.10116171836853
84,0.32811154216817284,0.1991618716601029,0.09126082821523102,0.0753776850667104,0.4652376570484855,0.5988906555103534,0.732452294140151,0.9616218599406156,121.38724970817566
85,0.32869311345433727,0.19975162536195182,0.09130963210776014,0.07526371276856048,0.46754790607726937,0.5988058491186662,0.7324066859303099,0.9613215598193082,105.71644616127014
86,0.33031594197726943,0.2009694119101589,0.09157676414667981,0.0755395314936499,0.4672141634153597,0.5998405198256175,0.7335211963364572,0.9613456971717603,125.05554795265198
87,0.32693563676574855,0.19848459935882717,0.09093287426580503,0.07503632592055404,0.4607225027048227,0.6049373907573296,0.7381906847159068,0.9619676351547242,111.91523838043213
88,0.32272364031342626,0.19580275838814892,0.0898482082393563,0.07414534834475772,0.46467661089969403,0.6006374499111464,0.7339144191958688,0.9615670522054036,121.43739819526672
89,0.32051027127839987,0.19485946037236926,0.08891487854704695,0.07347186312296437,0.4689607580502828,0.5982426621697166,0.7315686292720563,0.961401874368841,124.3219735622406
90,0.32259128079252336,0.19553487196709346,0.08996882169570737,0.07417517435348149,0.46873963619723463,0.5969096542307825,0.7305122834263426,0.9614363077915076,110.6231746673584
91,0.3246880139830043,0.1976057822264514,0.08995838911787978,0.07424768663364129,0.4716082919727672,0.5949541415228988,0.7288040894450564,0.961162953304522,118.86071729660034
92,0.3270349527446969,0.19809860303563978,0.0914297445053325,0.07501321022660987,0.46412573023275894,0.5995003938674927,0.7329388188593315,0.9617266188968312,116.22837734222412
93,0.31887640724483046,0.19335718803035404,0.08888708587410381,0.07326426761025942,0.4689782277201161,0.5963571133938703,0.730244140552752,0.9616624059099139,125.18405532836914
94,0.3273971675669105,0.1995994052840668,0.09050999810033053,0.07457552869777077,0.4631654574112459,0.6020153442115495,0.735450907909509,0.9618370341532159,112.45206379890442
95,0.32106316648061994,0.19415825732703348,0.08988568465252525,0.07403844883213344,0.4714038495764588,0.5963475506414067,0.7303919976407831,0.9614944504969047,119.25012397766113
96,0.3259313140968675,0.19798786061481366,0.09059694273379243,0.07469302203180721,0.4624458229903019,0.6021908234466206,0.7354938974886229,0.9619174382903359,132.3041489124298
97,0.3232452256297602,0.19615742211202974,0.08998869422787023,0.07419821879672772,0.47263187657703054,0.5948525007927057,0.7288070675098535,0.9615081852132624,111.04014587402344
98,0.3224212408644482,0.1965278130133175,0.08910937429342455,0.07356810653672635,0.46078928447130957,0.6036421546430298,0.7367650570291462,0.961706136934685,118.17762470245361
99,0.32876881942586994,0.19934808594509235,0.09178281919397775,0.07527582744877893,0.4678182275006265,0.5980102521000487,0.7315785240043293,0.9616504257375543,126.17939782142639
100,0.32122397058218427,0.1948719479505298,0.08944436524750539,0.0738153132058463,0.46423238389419785,0.5999443241141059,0.7336060298211646,0.9617725039973404,111.00341415405273
